circuit,aspect_ratio,grid_w,grid_h,area_mwta,delay_ns,power_w,adp,adp_reduction_pct_vs_baseline,vtr_success,vtr_seconds,dsp_coords,bram_coords
mkSMAdapter4B,1.3,26,20,1717500.0,5.16919,0.03551,315260.75662575004,-74.1462998411143,True,17.0,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
mkSMAdapter4B,1.9,38,20,2567320.0,5.19104,0.04175,556404.7889344,-207.3514009288133,True,13.84,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
mkSMAdapter4B,1.8,36,20,2328130.0,5.2428,0.0404,493119.1665456,-172.39317431631233,True,14.69,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
mkSMAdapter4B,2.0,39,20,2423810.0,5.3097,0.04112,529202.22671184,-192.32502844922138,True,13.69,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
mkSMAdapter4B,1.4,28,20,1707820.0,5.59656,0.03413,326211.71059569606,-80.19547682720003,True,19.3,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
or1200,0.2,9,45,2695030.0,14.1637,0.0195,744346.1300145,33.23994916118983,True,25.91,"[[6, 1]]","[[2, 1], [2, 7]]"
or1200,0.1,8,80,4518700.0,14.5686,0.02538,1670794.1509716,-49.85273377840742,True,30.83,"[[6, 1]]","[[2, 1], [2, 7]]"
or1200,0.3,13,43,3292140.0,14.0968,0.0224,1039553.5170048,6.762938844657618,True,30.77,"[[6, 1]]","[[2, 1], [2, 7]]"
or1200,0.5,18,36,3598020.0,13.9661,0.0241,1211032.4016402,-8.61692086633297,True,34.19,"[[6, 1]]","[[2, 1], [2, 7]]"
or1200,1.0,27,27,4016090.0,13.7632,0.02617,1446527.1195689598,-29.73833025807523,True,28.66,"[[6, 1]]","[[2, 1], [2, 7]]"
or1200,1.3,30,23,3785360.0,13.7159,0.02531,1314085.56255944,-17.85970991923572,True,26.86,"[[6, 1]]","[[2, 1], [2, 7]]"
or1200,1.2,29,24,3905720.0,14.3374,0.02514,1407786.44998992,-26.263698005233582,True,29.22,"[[6, 1]]","[[2, 1], [2, 7]]"
or1200,1.5,32,21,3755830.0,14.0102,0.02483,1306552.84864078,-17.18410438588773,True,29.52,"[[6, 1]]","[[2, 1], [2, 7]]"
or1200,1.1,28,25,3930710.0,13.6858,0.02586,1391136.3963394803,-24.770362602051435,True,32.47,"[[6, 1]]","[[2, 1], [2, 7]]"
or1200,0.6,20,33,3601750.0,14.0472,0.0242,1224386.96292,-9.814685124141482,True,44.4,"[[6, 1]]","[[2, 1], [2, 7]]"
or1200,0.4,15,38,3197060.0,13.9809,0.02234,998548.3192803599,10.440675551216112,True,47.32,"[[6, 1]]","[[2, 1], [2, 7]]"
or1200,1.4,31,22,3818310.0,13.7349,0.02535,1329458.0875816501,-19.238464386574233,True,38.65,"[[6, 1]]","[[2, 1], [2, 7]]"
or1200,0.7,22,31,3736380.0,13.847,0.02494,1290337.0872684,-15.72972045083723,True,45.81,"[[6, 1]]","[[2, 1], [2, 7]]"
mkPktMerge,0.4,28,70,5344660.0,4.1156,0.1346,2960726.5708815996,-294.5727300826661,True,16.24,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
mkPktMerge,0.7,28,40,2975550.0,4.1243,0.1051,1289793.5969115,-71.8893550595504,True,8.58,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
mkPktMerge,0.8,28,35,3175950.0,4.19776,0.1018,1357184.9637696,-80.87052740647376,True,7.73,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
mkPktMerge,0.9,28,31,2175730.0,4.28419,0.09394,875637.3521752779,-16.695213941109714,True,8.18,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
or1200,0.9,25,28,3846530.0,13.8285,0.02546,1354261.7030733,-21.463088878376972,True,50.61,"[[6, 1]]","[[2, 1], [2, 7]]"
mkPktMerge,0.3,28,93,7491130.0,4.15118,0.1547,4810710.39146698,-541.1180118645567,True,20.41,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
or1200,1.6,33,21,3975200.0,13.5815,0.02585,1395620.27198,-25.172519278422094,True,46.26,"[[6, 1]]","[[2, 1], [2, 7]]"
or1200,1.7,34,20,3892080.0,13.7358,0.02537,1356301.3196116798,-21.646021116892488,True,35.89,"[[6, 1]]","[[2, 1], [2, 7]]"
mkPktMerge,0.6,28,47,3860540.0,4.34244,0.1078,1807176.80563728,-140.84043861235332,True,15.14,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
mkPktMerge,1.0,28,28,2028020.0,4.24581,0.09246,796134.9291446519,-6.100014637027938,True,6.93,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
mkPktMerge,1.2,31,26,2186030.0,4.54085,0.08834,876901.20831467,-16.863646640115483,True,6.42,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
or1200,1.9,35,18,3580680.0,14.0146,0.0239,1199344.9704792,-7.568680716997787,True,31.93,"[[6, 1]]","[[2, 1], [2, 7]]"
mkPktMerge,0.5,28,56,4638600.0,4.02096,0.1264,2357565.4070784,-214.1901140645982,True,23.21,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
or1200,0.8,24,30,3802890.0,13.8298,0.02564,1348489.85624808,-20.945414678233014,True,60.85,"[[6, 1]]","[[2, 1], [2, 7]]"
or1200,1.8,34,19,3593470.0,14.3831,0.02416,1248715.3587051202,-11.99668738619351,True,34.99,"[[6, 1]]","[[2, 1], [2, 7]]"
mkPktMerge,1.4,36,26,2567970.0,4.11988,0.1005,1063262.6884818,-41.699833383930724,True,7.63,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
mkPktMerge,1.5,39,26,2797130.0,4.52801,0.09443,1195996.801485059,-59.389160678751516,True,8.14,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
mkPktMerge,1.1,29,26,2033360.0,4.37581,0.08934,794911.3179097441,-5.9369453315859255,True,10.39,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
custom_macbuf,0.5,8,16,313186.0,13.6276,0.005582,23823.8282645552,46.46716918200951,True,1.97,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
custom_macbuf,0.1,8,80,1747130.0,13.7348,0.01303,312674.14904572,-602.5878517990644,True,3.73,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
custom_macbuf,0.4,8,20,402817.0,13.5296,0.006054,32994.0147548928,25.86149504327217,True,2.42,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
mkPktMerge,1.6,41,26,2950020.0,4.24574,0.1011,1266279.3111862799,-68.7556324099167,True,8.18,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
custom_macbuf,0.3,8,27,559760.0,13.4886,0.006919,52241.070474383996,-17.38719555902283,True,3.33,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
mkPktMerge,1.3,34,26,2415190.0,4.70184,0.08808,1000222.118520768,-33.29848689009185,True,10.99,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
custom_macbuf,0.2,8,40,886759.0,13.6772,0.008464,102654.60996878718,-130.66787617512594,True,4.38,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
custom_macbuf,0.7,10,14,312678.0,13.8049,0.005683,24530.604271662596,44.879023062311916,True,2.33,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
mkPktMerge,1.7,44,26,3179070.0,3.99099,0.1092,1385489.91445956,-84.64269663629467,True,8.23,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
custom_macbuf,1.1,15,14,500498.0,13.755,0.006894,47460.70883106,-6.645584754112495,True,2.67,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
custom_macbuf,0.6,9,15,297919.0,14.0336,0.005514,23053.3506962976,48.198454551118544,True,3.42,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
custom_macbuf,0.9,13,14,425479.0,14.1379,0.006341,38143.521752548106,14.290403955796748,True,3.02,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
custom_macbuf,0.8,11,14,350243.0,13.7912,0.005983,28899.512958152798,35.061958945832664,True,3.17,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
custom_macbuf,1.0,14,14,505734.0,13.9859,0.006684,47276.9021866104,-6.232565910487672,True,3.33,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
mkPktMerge,1.8,46,26,3331850.0,3.8839,0.1136,1470049.0036240001,-95.91179219988192,True,8.28,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
custom_macbuf,1.3,18,14,613187.0,13.5532,0.007617,63302.1909506628,-42.2418530279491,True,2.77,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
custom_macbuf,1.2,17,14,575733.0,14.1224,0.007225,58744.53667122,-32.00067210778194,True,3.48,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
mkPktMerge,2.0,51,26,4367130.0,4.34879,0.1082,2054905.32370614,-173.8549420977791,True,8.79,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
custom_macbuf,1.6,22,14,834461.0,14.001,0.008457,98805.57051467699,-122.01897325236564,True,2.92,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
custom_macbuf,1.7,23,14,837284.0,14.0238,0.00857,100628.11178834399,-126.11427618095404,True,2.52,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
custom_macbuf,1.4,19,14,650752.0,14.0538,0.007624,69725.58520074241,-56.67540559759884,True,3.93,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
custom_macbuf,1.5,21,14,793375.0,13.9216,0.008278,91430.91893320001,-105.44791795978736,True,3.32,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
mkPktMerge,1.9,49,26,3561120.0,4.20048,0.1082,1618500.3231283198,-115.69573408673844,True,9.84,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
custom_macbuf,2.0,27,14,994357.0,13.9094,0.009482,131144.6815634956,-194.68589064936006,True,2.87,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
custom_macbuf,1.8,25,14,876212.0,13.9996,0.008954,109835.29323110079,-146.80307904724032,True,4.33,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
custom_macbuf,1.9,26,14,998806.0,13.926,0.009337,129871.809687972,-191.8257107484345,True,4.54,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]"
mkPktMerge,0.2,28,140,11907000.0,4.03971,0.1998,9610545.228606002,-1180.7866507256933,True,38.49,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
or1200,2.0,35,18,3580680.0,14.0146,0.0239,1199344.9704792,-7.568680716997787,True,40.95,"[[6, 1]]","[[2, 1], [2, 7]]"
mkPktMerge,0.1,28,280,21907000.0,4.35172,0.3034,28924071.654136002,-3754.678790645911,True,64.57,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]"
mkDelayWorker32B,0.8,44,55,6048740.0,8.11882,0.1538,7552907.491909839,10.886920093217185,True,43.14,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]"
mkDelayWorker32B,0.9,45,50,6348410.0,7.39512,0.1649,7741602.14489208,8.660603710128909,True,44.16,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]"
mkDelayWorker32B,1.0,50,50,7102470.0,6.93198,0.1798,8852305.56230988,-4.444045392896367,True,44.72,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]"
mkDelayWorker32B,0.6,44,73,8831330.0,8.29434,0.1696,12423209.102805119,-46.57539850220101,True,49.86,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]"
mkDelayWorker32B,1.3,65,50,9365090.0,7.70352,0.1812,13072521.450764159,-54.236318910681156,True,53.23,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]"
mkDelayWorker32B,0.5,44,88,9905310.0,7.8492,0.1909,14842238.1412068,-75.11634491612409,True,58.03,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]"
mkDelayWorker32B,1.1,55,50,7856640.0,7.54829,0.1742,10330791.14276352,-21.887977257958344,True,59.09,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]"
mkDelayWorker32B,0.4,44,110,12467800.0,7.11044,0.2292,20318933.8462944,-139.7332123298143,True,61.73,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]"
lightweight_cipher,0.2,12,60,2083910.0,3.55007,0.03854,285119.93644239794,-701.5973954012461,True,6.33,[],"[[2, 1], [2, 7], [10, 1]]"
lightweight_cipher,0.4,12,30,932008.0,3.59738,0.02762,92603.97525628479,-160.35045565547833,True,4.37,[],"[[2, 1], [2, 7], [10, 1]]"
lightweight_cipher,0.1,12,120,3909160.0,4.98916,0.04652,907299.317304512,-2450.816960312973,True,9.85,[],"[[2, 1], [2, 7], [10, 1]]"
mkDelayWorker32B,0.7,44,63,6983670.0,7.72133,0.1689,9107631.97303779,-7.456517459564699,True,65.89,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]"
lightweight_cipher,0.3,12,40,1320400.0,3.63472,0.03071,147386.02048448002,-314.36685071225196,True,7.38,[],"[[2, 1], [2, 7], [10, 1]]"
mkDelayWorker32B,1.4,70,50,10119200.0,6.84718,0.2067,14321826.263035199,-68.97625842180133,True,64.47,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]"
mkDelayWorker32B,1.2,60,50,8610810.0,9.33591,0.1512,12154929.774689522,-43.41010126675744,True,65.9,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]"
lightweight_cipher,0.5,12,24,733537.0,3.69866,0.02494,67664.8127728748,-90.23551406412213,True,4.28,[],"[[2, 1], [2, 7], [10, 1]]"
lightweight_cipher,0.6,12,20,601205.0,3.47595,0.02482,51867.806460194995,-45.8231896459052,True,4.22,[],"[[2, 1], [2, 7], [10, 1]]"
lightweight_cipher,0.7,12,17,543466.0,3.44376,0.02404,44992.4579907264,-26.493564736580783,True,4.58,[],"[[2, 1], [2, 7], [10, 1]]"
lightweight_cipher,0.9,13,14,442405.0,3.71144,0.02168,35597.684414176,-0.08072906008054884,True,3.52,[],"[[2, 1], [2, 7], [10, 1]]"
lightweight_cipher,1.1,15,14,498347.0,3.59635,0.02311,41418.4406950295,-16.445432041628283,True,3.32,[],"[[2, 1], [2, 7], [10, 1]]"
lightweight_cipher,0.8,12,15,455220.0,3.59406,0.02218,36288.431689175995,-2.0227230974998385,True,5.28,[],"[[2, 1], [2, 7], [10, 1]]"
lightweight_cipher,1.2,17,14,599504.0,3.62808,0.02381,51787.90412593921,-45.59854908297194,True,3.58,[],"[[2, 1], [2, 7], [10, 1]]"
lightweight_cipher,1.0,14,14,481570.0,3.70191,0.02214,39469.615603218,-10.966428583712265,True,5.07,[],"[[2, 1], [2, 7], [10, 1]]"
lightweight_cipher,1.3,18,14,638669.0,3.62919,0.02425,56207.8903416675,-58.02507204887124,True,3.53,[],"[[2, 1], [2, 7], [10, 1]]"
lightweight_cipher,1.5,21,14,756592.0,3.72508,0.02492,70233.6739258112,-97.45771127360167,True,3.77,[],"[[2, 1], [2, 7], [10, 1]]"
lightweight_cipher,1.6,22,14,761278.0,3.69365,0.02531,71169.04940775699,-100.08746266666641,True,4.33,[],"[[2, 1], [2, 7], [10, 1]]"
lightweight_cipher,1.7,23,14,835017.0,3.53287,0.02692,79414.1752166268,-123.26813342442972,True,4.48,[],"[[2, 1], [2, 7], [10, 1]]"
lightweight_cipher,1.4,19,14,677943.0,3.43329,0.02579,60028.1572505013,-68.76552058456113,True,6.08,[],"[[2, 1], [2, 7], [10, 1]]"
lightweight_cipher,1.8,25,14,839741.0,3.75697,0.0262,82657.901712974,-132.3876735846501,True,4.52,[],"[[2, 1], [2, 7], [10, 1]]"
lightweight_cipher,2.0,27,14,992089.0,3.63029,0.02797,100735.9345994057,-183.21296576364634,True,4.88,[],"[[2, 1], [2, 7], [10, 1]]"
lightweight_cipher,1.9,26,14,911510.0,3.78341,0.02643,91146.922177713,-156.25403936373132,True,6.88,[],"[[2, 1], [2, 7], [10, 1]]"
mkDelayWorker32B,1.6,80,50,11113000.0,8.21506,0.1886,17218041.191707995,-103.14728893455225,True,51.35,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]"
mkDelayWorker32B,1.5,75,50,10872700.0,7.28918,0.2018,15993268.998494798,-88.696797857001,True,78.75,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]"
mkDelayWorker32B,1.7,85,50,12376300.0,7.14701,0.217,19194418.150271002,-126.46559887320814,True,51.16,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]"
mkDelayWorker32B,0.2,44,220,27358500.0,9.48795,0.2829,73434073.05321749,-766.4128915760343,True,111.07,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]"
mkDelayWorker32B,2.0,99,50,14481100.0,6.82194,0.2412,23827953.9145608,-181.13443246561906,True,65.23,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]"
mkDelayWorker32B,0.3,44,147,16776100.0,7.77395,0.2491,32486765.742414497,-283.29553944856866,True,118.37,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]"
